0.0,0.0353265876958
1.0,6.93620830209
2.0,1.32692808645
3.0,7.43441832125
4.0,0.428514941342
5.0,0.682257717269
6.0,0.244029889622
7.0,1.31110131496
8.0,17.0319274591
9.0,22.417635974
10.0,0.258689027988
11.0,0.399626784169
12.0,0.0
13.0,0.251367399825
14.0,0.272930955987
15.0,20.105201998
16.0,4.14447695374
17.0,14.6868888291
18.0,4.26354180502
19.0,2.08507354713
20.0,2.86076261562
21.0,5.44582890865
22.0,0.313848699335
23.0,0.0
24.0,0.431417942655
25.0,0.398111857641
26.0,0.576595360277
27.0,0.819067498311
28.0,2.84524763401
29.0,14.5487255297
30.0,0.0
31.0,0.337646878361
32.0,2.2097688116
33.0,1.49558605076
34.0,59.38982378
35.0,0.292939420607
36.0,2.77093144941
37.0,0.859269998714
38.0,0.750890738357
39.0,2.49774882642
40.0,0.723248807488
41.0,0.923211850729
42.0,0.526776775083
43.0,2.10685140835
44.0,6.89034262692
45.0,1.0
46.0,0.331743776504
47.0,12.9694487473
48.0,0.542799927873
49.0,0.846443798549
50.0,0.0
51.0,0.593040619627
52.0,5.71462017844
53.0,0.887826998835
54.0,0.90097503741
55.0,0.639502284842
56.0,5.28714518845
57.0,37.7793389073
58.0,2.51872289019
